of-kindl	0.022065013482413045
might-find	0.022824751523758055
now-work	0.02360114257191931
new-softwar	0.04521582246797876
instruct-are	0.04521582246797876
version-so	0.04521582246797876
a-lightweight	0.047656878128423126
to-develop	0.0484091526098185
a-superior	0.04994304723583761
judg	0.05003854532335258
an-airplan	0.050621908342713684
financi	0.052001627634672185
for-googl	0.052600970718385084
as-mine	0.05611029255045154
pocket-of	0.05613126682246073
market-by	0.05613126682246073
most-NUM	0.0568613675499509
after-work	0.0568613675499509
4th-gen	0.062940753730197
great-that	0.06302317000919817
block-the	0.06422216781849609
app-etc	0.06422216781849609
iconia-tab	0.07096897963523716
scheme	0.0728817009042824
tablet-came	0.07598433404723906
the-a500	0.07641522229070148
south	0.07891262855986532
prais	0.07953781507018151
s-true	0.07998858600172107
yrs	0.08075394385249743
find-someth	0.08196009029984808
occupi	0.08403195383385897
son-to	0.0841100445268426
android-for	0.08963259969178121
wireless-internet	0.09129931804200662
download-are	0.09291900042448531
new-laptop	0.09335562523218352
price-to	0.09351868078896054
add-an	0.09514094370543101
publish	0.09808079032899894
chase	0.09988275851288811
a-iphon	0.09988275851288811
rumor-of	0.10025750193940697
smooth-on	0.10025750193940697
download-speed	0.10042704998292909
replac-of	0.10270602260298432
xoom-but	0.11026719092044919
review-has	0.11026719092044919
screen-orient	0.11026719092044919
after-find	0.1119030470213791
not-understand	0.11202580332500224
ipad-itself	0.11291150808048556
free-as	0.11357327633463589
with-big	0.11357327633463589
a-champ	0.11357327633463589
mine-is	0.11473919208836146
even-buy	0.11628470377248305
feel-so	0.11828902915471044
choic-to	0.11844022312741398
was-happi	0.11902693455143668
commerci	0.12126979517879156
thing-of	0.12189800177114417
multitask-on	0.12282141218133291
a-retina	0.1237320520999842
find-anoth	0.12396327848723832
lot-more	0.12416640425071188
to-set	0.1246998014769112
webo-and	0.12652258756415055
it-small	0.12654281919444893
read-your	0.1265576041548898
for-storag	0.12655844866172844
steve-job	0.12674941221496766
with-dock	0.1312798595573355
display-for	0.1312798595573355
android-but	0.13139137242882565
mode-for	0.13198734928988876
older-version	0.13269445117075257
fast-for	0.13277447929984026
xoom-was	0.13314490801437695
prize	0.13827235551699085
spring	0.13832285794307078
ahead-and	0.1399130115164436
NUM-display	0.14390488025080977
a-reliabl	0.14390488025080977
a-draw	0.14390488025080977
a-nook	0.1439394394058721
and-help	0.14499824105787623
upto	0.14504025080350857
free-game	0.14603533150595963
of-appl	0.1469722465388108
negat-review	0.14750835767678624
truck	0.14931447120628932
person-that	0.14988381130021589
trigger	0.1506281303749033
without-issu	0.15130946816560528
trip-with	0.15196847481010556
dx	0.15263286256056766
tablet-review	0.15388708045727878
your-app	0.15524436307665612
final-gave	0.1554537855131229
game-app	0.15585998686906233
bandwagon	0.15679437045069347
a-fire	0.15728539899470714
of-pictur	0.15859528723441585
ui-is	0.15982041838263095
in-camera	0.1611287550034377
drop-and	0.16136486980169096
uso	0.16420209866069035
few-book	0.16420209866069035
usa-today	0.16447208697712026
of-electron	0.1654112847273542
with-netflix	0.1670490612415568
job-on	0.16763780146366497
rocker	0.16927099243423266
the-swipe	0.16986069083733157
blue-tooth	0.1700819472747156
still-play	0.1710215919396359
googl-has	0.1710215919396359
mi	0.17134531388191293
even-close	0.17219099049278036
on-hand	0.17219099049278036
enjoy-of	0.17244405870852605
time-per	0.17358423885947372
web-in	0.17358423885947372
a-night	0.17386800898432597
champ	0.17392786970167848
a-firm	0.17498710671149142
tab-s	0.17498710671149142
i-sat	0.17594267909199793
better-deal	0.17610062834064977
and-bring	0.17669314461672803
top-and	0.17672111905843627
child	0.17706098885637633
a-site	0.17719465628337533
to-spare	0.17998262084830868
97inch	0.18005051173061948
i-switch	0.1806619270377488
and-decid	0.18123485778852738
setup-was	0.1817264873302478
watch-NUM	0.18253353599485783
help-from	0.18275693386816624
stone	0.18353165039860697
video-record	0.1841792450311785
amazon-was	0.184264995427946
to-kill	0.18523212249901636
jump-on	0.18563713455462616
to-experi	0.18568266414925322
when-view	0.18577901156020324
mistaken	0.18616699505063938
